Mouse_Tissue_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
156_B6129S1F1J_10F_06,igvf_017,E7,Single,Heart,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/10/23,73,17.9,Diestrus,9/21/23,10:29 ,ZT4,GF,131
157_B6129S1F1J_10M_06,igvf_017,E8,Single,Heart,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/10/23,73,24.4,NA,9/21/23,12:13 ,ZT5.5,GF,133
194_B6CASTF1J_10F_06,igvf_017,F1,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,5/2/23,69,16.68,Estrus,7/10/23,10:30 ,ZT4,GF,137
191_B6CASTF1J_10M_06,igvf_017,F2,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,5/2/23,69,31.5,NA,7/10/23,12:23 ,ZT6,GF,227
196_B6CASTF1J_10F_06,igvf_017,F3,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,5/2/23,69,17.28,Estrus,7/10/23,10:55 ,ZT4.5,GF,157
193_B6CASTF1J_10M_06,igvf_017,F4,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,5/2/23,69,22.8,NA,7/10/23,12:55 ,ZT6.5,GF,150
202_B6CASTF1J_10F_06,igvf_017,F5,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,5/30/23,65,19.2,Diestrus,8/3/23,13:36 ,ZT7,GF,160
195_B6CASTF1J_10M_06,igvf_017,F6,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,5/2/23,69,23.8,NA,7/10/23,13:26 ,ZT7,GF,181
204_B6CASTF1J_10F_06,igvf_017,F7,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,5/30/23,65,20.1,Metestrus,8/3/23,14:08 ,ZT7.5,GF,147
197_B6CASTF1J_10M_06,igvf_017,F8,Single,Heart,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,5/2/23,69,29.63,NA,7/10/23,13:56 ,ZT7.5,GF,210
228_B6WSBF1J_10F_06,igvf_017,G1,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,5/9/23,69,15.1,Diestrus,7/17/23,10:58 ,ZT4.5,GF,109
223_B6WSBF1J_10M_06,igvf_017,G2,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,5/9/23,69,21.4,NA,7/17/23,12:20 ,ZT6,GF,150
232_B6WSBF1J_10F_06,igvf_017,G3,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,5/9/23,69,16.29,Diestrus,7/17/23,11:53 ,ZT5.5,GF,118
225_B6WSBF1J_10M_06,igvf_017,G4,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,5/9/23,69,19.9,NA,7/17/23,13:33 ,ZT7,GF,145
234_B6WSBF1J_10F_06,igvf_017,G5,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,6/6/23,69,16.3,Diestrus,8/14/23,12:20 ,ZT6,GF,132
227_B6WSBF1J_10M_06,igvf_017,G6,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,5/9/23,69,19.8,NA,7/17/23,13:59 ,ZT7.5,GF,138
238_B6WSBF1J_10F_06,igvf_017,G7,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,6/6/23,69,16,Diestrus,8/14/23,14:03 ,ZT7.5,GF,110
229_B6WSBF1J_10M_06,igvf_017,G8,Single,Heart,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,5/9/23,69,21.5,NA,7/17/23,14:25 ,ZT8,GF,142
178_B6NZOF1J_10F_06,igvf_017,H1,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,5/30/23,69,27.3,Proestrus,8/7/23,10:28 ,ZT4,GF,153
175_B6NZOF1J_10M_06,igvf_017,H2,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,5/30/23,69,35.3,NA,8/7/23,12:33 ,ZT6,GF,182
180_B6NZOF1J_10F_06,igvf_017,H3,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,5/30/23,69,25.4,Diestrus,8/7/23,10:56 ,ZT4.5,GF,158
177_B6NZOF1J_10M_06,igvf_017,H4,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,5/30/23,69,37.8,NA,8/7/23,14:01 ,ZT7.5,GF,189
188_B6NZOF1J_10F_06,igvf_017,H5,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,6/13/23,65,25.4,Proestrus,8/17/23,12:40 ,ZT6,GF,148
181_B6NZOF1J_10M_06,igvf_017,H6,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,5/30/23,69,39.2,NA,8/7/23,15:13 ,ZT8.5,GF,178
190_B6NZOF1J_10F_06,igvf_017,H7,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,6/13/23,65,25.3,Diestrus,8/17/23,14:10 ,ZT7.5,GF,147
185_B6NZOF1J_10M_06,igvf_017,H8,Single,Heart,B6NZOF1J,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,6/13/23,65,33.2,NA,8/17/23,14:37 ,ZT8,GF,170
AB_F1_06,igvf_017,A9,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,698_B6J_10F_06,164_B6NODF1J_10F_06,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F3_06,igvf_017,B9,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,702_B6J_10F_06,170_B6NODF1J_10F_06,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F1_06,igvf_017,C9,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,128_B6AF1J_10F_06,210_B6PWKF1J_10F_06,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F3_06,igvf_017,D9,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,132_B6AF1J_10F_06,216_B6PWKF1J_10F_06,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F1_06,igvf_017,E9,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,144_B6129S1F1J_10F_06,194_B6CASTF1J_10F_06,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F3_06,igvf_017,F9,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,152_B6129S1F1J_10F_06,202_B6CASTF1J_10F_06,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F1_06,igvf_017,G9,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,228_B6WSBF1J_10F_06,178_B6NZOF1J_10F_06,G,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F3_06,igvf_017,H9,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,234_B6WSBF1J_10F_06,188_B6NZOF1J_10F_06,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M1_06,igvf_017,A10,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,701_B6J_10M_06,159_B6NODF1J_10M_06,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M3_06,igvf_017,B10,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,705_B6J_10M_06,165_B6NODF1J_10M_06,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M1_06,igvf_017,C10,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,127_B6AF1J_10M_06,207_B6PWKF1J_10M_06,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M3_06,igvf_017,D10,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,131_B6AF1J_10M_06,215_B6PWKF1J_10M_06,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M1_06,igvf_017,E10,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,143_B6129S1F1J_10M_06,191_B6CASTF1J_10M_06,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M3_06,igvf_017,F10,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,155_B6129S1F1J_10M_06,195_B6CASTF1J_10M_06,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M1_06,igvf_017,G10,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,223_B6WSBF1J_10M_06,175_B6NZOF1J_10M_06,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M3_06,igvf_017,H10,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,227_B6WSBF1J_10M_06,181_B6NZOF1J_10M_06,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F2_06,igvf_017,A11,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,700_B6J_10F_06,166_B6NODF1J_10F_06,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F4_06,igvf_017,B11,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,706_B6J_10F_06,172_B6NODF1J_10F_06,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F2_06,igvf_017,C11,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,130_B6AF1J_10F_06,212_B6PWKF1J_10F_06,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F4_06,igvf_017,D11,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,138_B6AF1J_10F_06,218_B6PWKF1J_10F_06,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F2_06,igvf_017,E11,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,150_B6129S1F1J_10F_06,196_B6CASTF1J_10F_06,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F4_06,igvf_017,F11,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,156_B6129S1F1J_10F_06,204_B6CASTF1J_10F_06,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F2_06,igvf_017,G11,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,232_B6WSBF1J_10F_06,180_B6NZOF1J_10F_06,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F4_06,igvf_017,H11,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,238_B6WSBF1J_10F_06,190_B6NZOF1J_10F_06,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M2_06,igvf_017,A12,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,703_B6J_10M_06,161_B6NODF1J_10M_06,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M4_06,igvf_017,B12,Multiplexed,Heart,B6J/B6NODF1J,Parse_WT_Mega,v2,707_B6J_10M_06,167_B6NODF1J_10M_06,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M2_06,igvf_017,C12,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,129_B6AF1J_10M_06,213_B6PWKF1J_10M_06,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M4_06,igvf_017,D12,Multiplexed,Heart,B6AF1J/B6PWKF1J,Parse_WT_Mega,v2,133_B6AF1J_10M_06,217_B6PWKF1J_10M_06,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M2_06,igvf_017,E12,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,153_B6129S1F1J_10M_06,193_B6CASTF1J_10M_06,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M4_06,igvf_017,F12,Multiplexed,Heart,B6129S1F1J/B6CASTF1J,Parse_WT_Mega,v2,157_B6129S1F1J_10M_06,197_B6CASTF1J_10M_06,F,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M2_06,igvf_017,G12,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,225_B6WSBF1J_10M_06,177_B6NZOF1J_10M_06,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M4_06,igvf_017,H12,Multiplexed,Heart,B6WSBF1J/B6NZOF1J,Parse_WT_Mega,v2,229_B6WSBF1J_10M_06,185_B6NZOF1J_10M_06,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698_B6J_10F_05,igvf_018,A1,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,1,Nuclei,Female,PNM_02,NA,9/26/23,69,19.4,Diestrus,12/4/23,10:00 ,ZT3.5,GF,909
701_B6J_10M_05,igvf_018,A2,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,2,Nuclei,Male,PNM_02,NA,9/26/23,69,26,NA,12/4/23,11:19 ,ZT5,GF,1411
700_B6J_10F_05,igvf_018,A3,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,3,Nuclei,Female,PNM_02,NA,9/26/23,69,17.9,Estrus,12/4/23,10:52 ,ZT4.5,GF,825
703_B6J_10M_05,igvf_018,A4,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,4,Nuclei,Male,PNM_02,NA,9/26/23,69,27.9,NA,12/4/23,11:58 ,ZT5.5,GF,1609
702_B6J_10F_05,igvf_018,A5,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,5,Nuclei,Female,PNM_02,NA,9/26/23,69,18.8,Proestrus,12/4/23,11:39 ,ZT5,GF,904
705_B6J_10M_05,igvf_018,A6,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,6,Nuclei,Male,PNM_02,NA,9/26/23,69,27.2,NA,12/4/23,13:25 ,ZT7,GF,1088
706_B6J_10F_05,igvf_018,A7,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,7,Nuclei,Female,PNM_02,NA,9/26/23,69,22,Diestrus,12/4/23,13:47 ,ZT7.5,GF,1032
707_B6J_10M_05,igvf_018,A8,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,8,Nuclei,Male,PNM_02,NA,9/26/23,69,25,NA,12/4/23,14:08 ,ZT7.5,GF,1256
164_B6NODF1J_10F_05,igvf_018,B1,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,1,Nuclei,Female,PNM_02,NA,5/16/23,69,17,Diestrus,7/24/23,10:37 ,ZT4,GF,861
159_B6NODF1J_10M_05,igvf_018,B2,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,2,Nuclei,Male,PNM_02,NA,5/16/23,69,25.3,NA,7/24/23,12:15 ,ZT6,GF,1343
166_B6NODF1J_10F_05,igvf_018,B3,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,3,Nuclei,Female,PNM_02,NA,5/16/23,69,20.5,Metestrus,7/24/23,11:10 ,ZT4.5,GF,1053
161_B6NODF1J_10M_05,igvf_018,B4,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,4,Nuclei,Male,PNM_02,NA,5/16/23,69,24.8,NA,7/24/23,13:11 ,ZT6.5,GF,1238
170_B6NODF1J_10F_05,igvf_018,B5,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,5,Nuclei,Female,PNM_02,NA,6/27/23,72,20.8,Estrus,9/7/23,13:47 ,ZT7.5,GF,890
165_B6NODF1J_10M_05,igvf_018,B6,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,6,Nuclei,Male,PNM_02,NA,5/16/23,69,26,NA,7/24/23,13:58 ,ZT7.5,GF,1237
172_B6NODF1J_10F_05,igvf_018,B7,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,7,Nuclei,Female,PNM_02,NA,6/27/23,72,20.3,Estrus,9/7/23,14:21 ,ZT8,GF,931
167_B6NODF1J_10M_05,igvf_018,B8,Single,Liver,B6NODF1J,Parse_WT_Mega,v2,NA,NA,B,8,Nuclei,Male,PNM_02,NA,5/16/23,69,25.2,NA,7/24/23,14:21 ,ZT8,GF,1343
128_B6AF1J_10F_05,igvf_018,C1,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,1,Nuclei,Female,PNM_02,NA,6/27/23,72,18.3,Diestrus,9/7/23,9:43 ,ZT3,GF,873
127_B6AF1J_10M_05,igvf_018,C2,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,2,Nuclei,Male,PNM_02,NA,6/27/23,72,25.5,NA,9/7/23,11:09 ,ZT4.5,GF,1075
130_B6AF1J_10F_05,igvf_018,C3,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,3,Nuclei,Female,PNM_02,NA,6/27/23,72,19.6,Metestrus,9/7/23,10:10 ,ZT3.5,GF,871
129_B6AF1J_10M_05,igvf_018,C4,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,4,Nuclei,Male,PNM_02,NA,6/27/23,72,23.8,NA,9/7/23,11:40 ,ZT5,GF,1139
132_B6AF1J_10F_05,igvf_018,C5,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,5,Nuclei,Female,PNM_02,NA,6/27/23,72,21.2,Metestrus,9/7/23,10:40 ,ZT4,GF,888
131_B6AF1J_10M_05,igvf_018,C6,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,6/27/23,72,28.6,NA,9/7/23,12:10 ,ZT5.5,GF,1525
138_B6AF1J_10F_05,igvf_018,C7,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/25/23,71,18.5,Diestrus,10/4/23,11:57 ,ZT5.5,GF,884
133_B6AF1J_10M_05,igvf_018,C8,Single,Liver,B6AF1J,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/25/23,71,27.2,NA,10/4/23,11:05 ,ZT4.5,GF,1437
210_B6PWKF1J_10F_05,igvf_018,D1,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,5/23/23,69,15.6,Diestrus,7/31/23,13:24 ,ZT7,GF,731
207_B6PWKF1J_10M_05,igvf_018,D2,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,5/23/23,69,21.7,NA,7/31/23,14:23 ,ZT8,GF,1220
212_B6PWKF1J_10F_05,igvf_018,D3,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,5/23/23,69,16.4,Diestrus,7/31/23,13:51 ,ZT7.5,GF,727
213_B6PWKF1J_10M_05,igvf_018,D4,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,5/23/23,69,21.5,NA,7/31/23,12:28 ,ZT6,GF,1235
216_B6PWKF1J_10F_05,igvf_018,D5,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,5/23/23,69,16.7,Estrus,7/31/23,10:39 ,ZT4,GF,1108
215_B6PWKF1J_10M_05,igvf_018,D6,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,5/23/23,69,18.6,NA,7/31/23,13:43 ,ZT7,GF,1094
218_B6PWKF1J_10F_05,igvf_018,D7,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,5/16/23,65,13,Diestrus,7/20/23,11:08 ,ZT4.5,GF,824
217_B6PWKF1J_10M_05,igvf_018,D8,Single,Liver,B6PWKF1J,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,5/16/23,65,24.2,NA,7/20/23,14:08 ,ZT7.5,GF,1236
144_B6129S1F1J_10F_05,igvf_018,E1,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,1,Nuclei,Female,PNM_02,NA,6/20/23,69,19.9,Diestrus,8/28/23,11:15 ,ZT5,GF,995
143_B6129S1F1J_10M_05,igvf_018,E2,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Male,PNM_02,NA,6/20/23,69,26.4,NA,8/28/23,14:15 ,ZT8,GF,1288
150_B6129S1F1J_10F_05,igvf_018,E3,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,NA,6/20/23,69,17.7,Diestrus,8/28/23,12:28 ,ZT6,GF,870
153_B6129S1F1J_10M_05,igvf_018,E4,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Male,PNM_02,NA,7/10/23,73,23.2,NA,9/21/23,11:17 ,ZT5,GF,1122
152_B6129S1F1J_10F_05,igvf_018,E5,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,NA,6/20/23,69,18.8,Metestrus,8/28/23,13:47 ,ZT7.5,GF,877
155_B6129S1F1J_10M_05,igvf_018,E6,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Male,PNM_02,NA,7/10/23,73,25.7,NA,9/21/23,11:47 ,ZT5.5,GF,1293
156_B6129S1F1J_10F_05,igvf_018,E7,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/10/23,73,17.9,Diestrus,9/21/23,10:29 ,ZT4,GF,880
157_B6129S1F1J_10M_05,igvf_018,E8,Single,Liver,B6129S1F1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/10/23,73,24.4,NA,9/21/23,12:13 ,ZT5.5,GF,1319
194_B6CASTF1J_10F_05,igvf_018,F1,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,5/2/23,69,16.68,Estrus,7/10/23,10:30 ,ZT4,GF,816
191_B6CASTF1J_10M_05,igvf_018,F2,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,5/2/23,69,31.5,NA,7/10/23,12:23 ,ZT6,GF,1765
196_B6CASTF1J_10F_05,igvf_018,F3,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,5/2/23,69,17.28,Estrus,7/10/23,10:55 ,ZT4.5,GF,896
193_B6CASTF1J_10M_05,igvf_018,F4,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,5/2/23,69,22.8,NA,7/10/23,12:55 ,ZT6.5,GF,1214
202_B6CASTF1J_10F_05,igvf_018,F5,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,5/30/23,65,19.2,Diestrus,8/3/23,13:36 ,ZT7,GF,1002
195_B6CASTF1J_10M_05,igvf_018,F6,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,5/2/23,69,23.8,NA,7/10/23,13:26 ,ZT7,GF,1306
204_B6CASTF1J_10F_05,igvf_018,F7,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,5/30/23,65,20.1,Metestrus,8/3/23,14:08 ,ZT7.5,GF,940
197_B6CASTF1J_10M_05,igvf_018,F8,Single,Liver,B6CASTF1J,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,5/2/23,69,29.63,NA,7/10/23,13:56 ,ZT7.5,GF,1615
228_B6WSBF1J_10F_05,igvf_018,G1,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,5/9/23,69,15.1,Diestrus,7/17/23,10:58 ,ZT4.5,GF,1743
223_B6WSBF1J_10M_05,igvf_018,G2,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,5/9/23,69,21.4,NA,7/17/23,12:20 ,ZT6,GF,1141
232_B6WSBF1J_10F_05,igvf_018,G3,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,5/9/23,69,16.29,Diestrus,7/17/23,11:53 ,ZT5.5,GF,977
225_B6WSBF1J_10M_05,igvf_018,G4,Single,Liver,B6WSBF1J,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,5/9/23,69,19.9,NA,7/17/23,13:33 ,ZT7,GF,991
